record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,wear_log_timestamp,wearlog_type,wearlog_event,wearlog_off,reason,wearlog_on,wearlog_bed,radius,wearlog_bag,wearlog_place,wearlog_motion,wearlog_past,wearlog_bp,wearlog_past_off,wearlog_past_on,wearlog_past_sleep,radius_past_time,radius_past,radius_past_back,wearlog_past_bag,wearlog_past_location,wearlog_past_motion,uuid,startdate,enddate,scheduledate,status,supplementaldata,serializedresult,wear_log_complete
003,wear_log,20,,,,,0,0,"2024-06-06 20:59",2,,,,1,,0,,,,,,,,,,,,EDF38C50-2436-11EF-9CAF-F1D44FF638BB,"2024-06-06 20:59:41","2024-06-06 21:00:07",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""29"",    ""syncdate"": ""2024-06-06 21:00:07"",    ""utcTime"": ""2024-06-06 18:59:41.077697Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,21,,,,,0,1,,,"2024-06-06 21:27",,,,,,,,,,,,,,,,,D9A33670-243A-11EF-9CAF-F1D44FF638BB,"2024-06-06 21:27:44","2024-06-06 21:27:58",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-06 21:27:58"",    ""utcTime"": ""2024-06-06 19:27:44.983495Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,22,,,,,0,2,,,,"2024-06-06 23:03",,,,,,,,,,,,,,,,3D92F0A0-2448-11EF-9488-F504B6A5361B,"2024-06-06 23:03:36","2024-06-06 23:04:00",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-06 23:04:01"",    ""utcTime"": ""2024-06-06 21:03:36.106108Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,23,,,,,0,1,,,"2024-06-07 09:49",,,,,,,,,,,,,,,,,7E9F84A0-24A2-11EF-ACFE-3FF4B8D9BF4E,"2024-06-07 09:49:39","2024-06-07 09:49:58",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-07 09:49:58"",    ""utcTime"": ""2024-06-07 07:49:39.946044Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,24,,,,,0,0,"2024-06-07 10:18",4,,,,1,,1,,,,,,,,,,,,7C6F6160-24A6-11EF-ACFE-3FF4B8D9BF4E,"2024-06-07 10:18:14","2024-06-07 10:18:39",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""29"",    ""syncdate"": ""2024-06-07 10:18:40"",    ""utcTime"": ""2024-06-07 08:18:14.262399Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,25,,,,,0,1,,,"2024-06-07 11:09",,,,,,,,,,,,,,,,,9546C500-24AD-11EF-A233-23DD5F8D3B07,"2024-06-07 11:09:02","2024-06-07 11:09:24",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-07 11:09:25"",    ""utcTime"": ""2024-06-07 09:09:02.416575Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,26,,,,,0,0,"2024-06-07 11:59",4,,,,1,,1,,,,,,,,,,,,92FFB700-24B4-11EF-A233-23DD5F8D3B07,"2024-06-07 11:59:05","2024-06-07 11:59:37",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""29"",    ""syncdate"": ""2024-06-07 11:59:38"",    ""utcTime"": ""2024-06-07 09:59:05.072443Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,27,,,,,0,1,,,"2024-06-07 12:11",,,,,,,,,,,,,,,,,4C484FF0-24B6-11EF-A233-23DD5F8D3B07,"2024-06-07 12:11:25","2024-06-07 12:11:37",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-07 12:11:38"",    ""utcTime"": ""2024-06-07 10:11:25.423770Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,28,,,,,1,,,,,,,,,,0,0,"2024-06-07 12:59",,,,,,0,"on a table ",0,0918EB40-24C5-11EF-B19C-A7B4501EE222,"2024-06-07 13:56:55","2024-06-07 13:57:38",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""34"",    ""syncdate"": ""2024-06-07 13:57:39"",    ""utcTime"": ""2024-06-07 11:56:55.156348Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,29,,,,,0,1,,,"2024-06-07 13:57",,,,,,,,,,,,,,,,,24495E40-24C5-11EF-B19C-A7B4501EE222,"2024-06-07 13:57:40","2024-06-07 13:57:58",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-07 13:57:59"",    ""utcTime"": ""2024-06-07 11:57:40.772502Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
